id,source,relation,target,properties_json
edge:0435,trace:C3-ss_cat1-S20260830,HAS_STEP,decision:C3-ss_cat1-S20260830:2,"{""step"": 2}"
edge:0436,decision:C3-ss_cat1-S20260830:2,EXECUTED_BY,agent:SolverEvidenceAgent,{}
edge:0437,decision:C3-ss_cat1-S20260830:1,NEXT_STEP,decision:C3-ss_cat1-S20260830:2,{}
edge:0438,trace:C3-ss_cat1-S20260830,HAS_STEP,decision:C3-ss_cat1-S20260830:3,"{""step"": 3}"
edge:0439,decision:C3-ss_cat1-S20260830:3,EXECUTED_BY,agent:PhysicsBoundaryAgent,{}
edge:0440,decision:C3-ss_cat1-S20260830:2,NEXT_STEP,decision:C3-ss_cat1-S20260830:3,{}
edge:0441,trace:C3-ss_cat1-S20260830,HAS_STEP,decision:C3-ss_cat1-S20260830:4,"{""step"": 4}"
edge:0442,decision:C3-ss_cat1-S20260830:4,EXECUTED_BY,agent:WarningPolicyAgent,{}
edge:0443,decision:C3-ss_cat1-S20260830:3,NEXT_STEP,decision:C3-ss_cat1-S20260830:4,{}
edge:0444,project:C3-43KG,HAS_CASE,case:C3-ss_cat2-S20260830,{}
edge:0445,authority:I08-GITHUB43,CONTAINS_AUTHORITY_RECORD,authority-record:ss_cat2,{}
edge:0446,case:C3-ss_cat2-S20260830,DERIVED_FROM_AUTHORITY,authority-record:ss_cat2,"{""c3_order"": 15, ""source_case_index"": 7}"
edge:0447,event-library:github43,CONTAINS_EVENT,github-event:ss_cat2,{}
edge:0448,github-event:ss_cat2,MAPPED_TO,case:C3-ss_cat2-S20260830,"{""classification_disposition"": ""UNCHANGED_STATIONARY_ELIGIBLE""}"
edge:0449,case:C3-ss_cat2-S20260830,EVIDENCED_BY,evidence-bundle:C3-ss_cat2-S20260830,{}
edge:0450,evidence-bundle:C3-ss_cat2-S20260830,BINDS_AUTHORITY,authority-record:ss_cat2,{}
edge:0451,evidence-bundle:C3-ss_cat2-S20260830,BINDS_MODAL_RUN,run:C3-FT14,{}
edge:0452,case:C3-ss_cat2-S20260830,IN_GROUP,group:G2_hurricane,{}
edge:0453,case:C3-ss_cat2-S20260830,TARGETS_MODEL,model:C3,"{""response_state"": ""NOT_MATERIALIZED""}"
edge:0454,case:C3-ss_cat2-S20260830,HAS_RESPONSE_STATE,response:C3-ss_cat2-S20260830,{}
edge:0455,case:C3-ss_cat2-S20260830,HAS_AGENT_TRACE,trace:C3-ss_cat2-S20260830,{}
edge:0456,legacy-result:ss_cat2,PART_OF_LEGACY_RESULT_SET,legacy:I08-double-mct,{}
edge:0457,legacy-result:ss_cat2,PROVENANCE_ONLY,case:C3-ss_cat2-S20260830,"{""numerical_value_transfer"": false}"
edge:0458,trace:C3-ss_cat2-S20260830,HAS_STEP,decision:C3-ss_cat2-S20260830:1,"{""step"": 1}"
edge:0459,decision:C3-ss_cat2-S20260830:1,EXECUTED_BY,agent:AuthorityAgent,{}
edge:0460,trace:C3-ss_cat2-S20260830,HAS_STEP,decision:C3-ss_cat2-S20260830:2,"{""step"": 2}"
edge:0461,decision:C3-ss_cat2-S20260830:2,EXECUTED_BY,agent:SolverEvidenceAgent,{}
edge:0462,decision:C3-ss_cat2-S20260830:1,NEXT_STEP,decision:C3-ss_cat2-S20260830:2,{}
edge:0463,trace:C3-ss_cat2-S20260830,HAS_STEP,decision:C3-ss_cat2-S20260830:3,"{""step"": 3}"
edge:0464,decision:C3-ss_cat2-S20260830:3,EXECUTED_BY,agent:PhysicsBoundaryAgent,{}
edge:0465,decision:C3-ss_cat2-S20260830:2,NEXT_STEP,decision:C3-ss_cat2-S20260830:3,{}
edge:0466,trace:C3-ss_cat2-S20260830,HAS_STEP,decision:C3-ss_cat2-S20260830:4,"{""step"": 4}"
edge:0467,decision:C3-ss_cat2-S20260830:4,EXECUTED_BY,agent:WarningPolicyAgent,{}
edge:0468,decision:C3-ss_cat2-S20260830:3,NEXT_STEP,decision:C3-ss_cat2-S20260830:4,{}
edge:0469,project:C3-43KG,HAS_CASE,case:C3-ss_cat3-S20260830,{}
edge:0470,authority:I08-GITHUB43,CONTAINS_AUTHORITY_RECORD,authority-record:ss_cat3,{}
edge:0471,case:C3-ss_cat3-S20260830,DERIVED_FROM_AUTHORITY,authority-record:ss_cat3,"{""c3_order"": 16, ""source_case_index"": 8}"
edge:0472,event-library:github43,CONTAINS_EVENT,github-event:ss_cat3,{}
edge:0473,github-event:ss_cat3,MAPPED_TO,case:C3-ss_cat3-S20260830,"{""classification_disposition"": ""UNCHANGED_STATIONARY_ELIGIBLE""}"
edge:0474,case:C3-ss_cat3-S20260830,EVIDENCED_BY,evidence-bundle:C3-ss_cat3-S20260830,{}
edge:0475,evidence-bundle:C3-ss_cat3-S20260830,BINDS_AUTHORITY,authority-record:ss_cat3,{}
edge:0476,evidence-bundle:C3-ss_cat3-S20260830,BINDS_MODAL_RUN,run:C3-FT14,{}
edge:0477,case:C3-ss_cat3-S20260830,IN_GROUP,group:G2_hurricane,{}
edge:0478,case:C3-ss_cat3-S20260830,TARGETS_MODEL,model:C3,"{""response_state"": ""NOT_MATERIALIZED""}"
edge:0479,case:C3-ss_cat3-S20260830,HAS_RESPONSE_STATE,response:C3-ss_cat3-S20260830,{}
edge:0480,case:C3-ss_cat3-S20260830,HAS_AGENT_TRACE,trace:C3-ss_cat3-S20260830,{}
edge:0481,legacy-result:ss_cat3,PART_OF_LEGACY_RESULT_SET,legacy:I08-double-mct,{}
edge:0482,legacy-result:ss_cat3,PROVENANCE_ONLY,case:C3-ss_cat3-S20260830,"{""numerical_value_transfer"": false}"
edge:0483,trace:C3-ss_cat3-S20260830,HAS_STEP,decision:C3-ss_cat3-S20260830:1,"{""step"": 1}"
edge:0484,decision:C3-ss_cat3-S20260830:1,EXECUTED_BY,agent:AuthorityAgent,{}
edge:0485,trace:C3-ss_cat3-S20260830,HAS_STEP,decision:C3-ss_cat3-S20260830:2,"{""step"": 2}"
edge:0486,decision:C3-ss_cat3-S20260830:2,EXECUTED_BY,agent:SolverEvidenceAgent,{}
edge:0487,decision:C3-ss_cat3-S20260830:1,NEXT_STEP,decision:C3-ss_cat3-S20260830:2,{}
edge:0488,trace:C3-ss_cat3-S20260830,HAS_STEP,decision:C3-ss_cat3-S20260830:3,"{""step"": 3}"
edge:0489,decision:C3-ss_cat3-S20260830:3,EXECUTED_BY,agent:PhysicsBoundaryAgent,{}
edge:0490,decision:C3-ss_cat3-S20260830:2,NEXT_STEP,decision:C3-ss_cat3-S20260830:3,{}
edge:0491,trace:C3-ss_cat3-S20260830,HAS_STEP,decision:C3-ss_cat3-S20260830:4,"{""step"": 4}"
edge:0492,decision:C3-ss_cat3-S20260830:4,EXECUTED_BY,agent:WarningPolicyAgent,{}
edge:0493,decision:C3-ss_cat3-S20260830:3,NEXT_STEP,decision:C3-ss_cat3-S20260830:4,{}
edge:0494,project:C3-43KG,HAS_CASE,case:C3-ss_cat4-S20260830,{}
edge:0495,authority:I08-GITHUB43,CONTAINS_AUTHORITY_RECORD,authority-record:ss_cat4,{}
edge:0496,case:C3-ss_cat4-S20260830,DERIVED_FROM_AUTHORITY,authority-record:ss_cat4,"{""c3_order"": 17, ""source_case_index"": 9}"
edge:0497,event-library:github43,CONTAINS_EVENT,github-event:ss_cat4,{}
edge:0498,github-event:ss_cat4,MAPPED_TO,case:C3-ss_cat4-S20260830,"{""classification_disposition"": ""UNCHANGED_STATIONARY_ELIGIBLE""}"
edge:0499,case:C3-ss_cat4-S20260830,EVIDENCED_BY,evidence-bundle:C3-ss_cat4-S20260830,{}
edge:0500,evidence-bundle:C3-ss_cat4-S20260830,BINDS_AUTHORITY,authority-record:ss_cat4,{}
edge:0501,evidence-bundle:C3-ss_cat4-S20260830,BINDS_MODAL_RUN,run:C3-FT14,{}
edge:0502,case:C3-ss_cat4-S20260830,IN_GROUP,group:G2_hurricane,{}
edge:0503,case:C3-ss_cat4-S20260830,TARGETS_MODEL,model:C3,"{""response_state"": ""NOT_MATERIALIZED""}"
edge:0504,case:C3-ss_cat4-S20260830,HAS_RESPONSE_STATE,response:C3-ss_cat4-S20260830,{}
edge:0505,case:C3-ss_cat4-S20260830,HAS_AGENT_TRACE,trace:C3-ss_cat4-S20260830,{}
edge:0506,legacy-result:ss_cat4,PART_OF_LEGACY_RESULT_SET,legacy:I08-double-mct,{}
edge:0507,legacy-result:ss_cat4,PROVENANCE_ONLY,case:C3-ss_cat4-S20260830,"{""numerical_value_transfer"": false}"
edge:0508,trace:C3-ss_cat4-S20260830,HAS_STEP,decision:C3-ss_cat4-S20260830:1,"{""step"": 1}"
edge:0509,decision:C3-ss_cat4-S20260830:1,EXECUTED_BY,agent:AuthorityAgent,{}
edge:0510,trace:C3-ss_cat4-S20260830,HAS_STEP,decision:C3-ss_cat4-S20260830:2,"{""step"": 2}"
edge:0511,decision:C3-ss_cat4-S20260830:2,EXECUTED_BY,agent:SolverEvidenceAgent,{}
edge:0512,decision:C3-ss_cat4-S20260830:1,NEXT_STEP,decision:C3-ss_cat4-S20260830:2,{}
edge:0513,trace:C3-ss_cat4-S20260830,HAS_STEP,decision:C3-ss_cat4-S20260830:3,"{""step"": 3}"
edge:0514,decision:C3-ss_cat4-S20260830:3,EXECUTED_BY,agent:PhysicsBoundaryAgent,{}
edge:0515,decision:C3-ss_cat4-S20260830:2,NEXT_STEP,decision:C3-ss_cat4-S20260830:3,{}
edge:0516,trace:C3-ss_cat4-S20260830,HAS_STEP,decision:C3-ss_cat4-S20260830:4,"{""step"": 4}"
edge:0517,decision:C3-ss_cat4-S20260830:4,EXECUTED_BY,agent:WarningPolicyAgent,{}
edge:0518,decision:C3-ss_cat4-S20260830:3,NEXT_STEP,decision:C3-ss_cat4-S20260830:4,{}
edge:0519,project:C3-43KG,HAS_CASE,case:C3-ss_cat5-S20260830,{}
edge:0520,authority:I08-GITHUB43,CONTAINS_AUTHORITY_RECORD,authority-record:ss_cat5,{}
edge:0521,case:C3-ss_cat5-S20260830,DERIVED_FROM_AUTHORITY,authority-record:ss_cat5,"{""c3_order"": 18, ""source_case_index"": 10}"
edge:0522,event-library:github43,CONTAINS_EVENT,github-event:ss_cat5,{}
edge:0523,github-event:ss_cat5,MAPPED_TO,case:C3-ss_cat5-S20260830,"{""classification_disposition"": ""UNCHANGED_STATIONARY_ELIGIBLE""}"
edge:0524,case:C3-ss_cat5-S20260830,EVIDENCED_BY,evidence-bundle:C3-ss_cat5-S20260830,{}
edge:0525,evidence-bundle:C3-ss_cat5-S20260830,BINDS_AUTHORITY,authority-record:ss_cat5,{}
edge:0526,evidence-bundle:C3-ss_cat5-S20260830,BINDS_MODAL_RUN,run:C3-FT14,{}
edge:0527,case:C3-ss_cat5-S20260830,IN_GROUP,group:G2_hurricane,{}
edge:0528,case:C3-ss_cat5-S20260830,TARGETS_MODEL,model:C3,"{""response_state"": ""NOT_MATERIALIZED""}"
edge:0529,case:C3-ss_cat5-S20260830,HAS_RESPONSE_STATE,response:C3-ss_cat5-S20260830,{}
edge:0530,case:C3-ss_cat5-S20260830,HAS_AGENT_TRACE,trace:C3-ss_cat5-S20260830,{}
edge:0531,legacy-result:ss_cat5,PART_OF_LEGACY_RESULT_SET,legacy:I08-double-mct,{}
edge:0532,legacy-result:ss_cat5,PROVENANCE_ONLY,case:C3-ss_cat5-S20260830,"{""numerical_value_transfer"": false}"
edge:0533,trace:C3-ss_cat5-S20260830,HAS_STEP,decision:C3-ss_cat5-S20260830:1,"{""step"": 1}"
edge:0534,decision:C3-ss_cat5-S20260830:1,EXECUTED_BY,agent:AuthorityAgent,{}
edge:0535,trace:C3-ss_cat5-S20260830,HAS_STEP,decision:C3-ss_cat5-S20260830:2,"{""step"": 2}"
edge:0536,decision:C3-ss_cat5-S20260830:2,EXECUTED_BY,agent:SolverEvidenceAgent,{}
edge:0537,decision:C3-ss_cat5-S20260830:1,NEXT_STEP,decision:C3-ss_cat5-S20260830:2,{}
edge:0538,trace:C3-ss_cat5-S20260830,HAS_STEP,decision:C3-ss_cat5-S20260830:3,"{""step"": 3}"
edge:0539,decision:C3-ss_cat5-S20260830:3,EXECUTED_BY,agent:PhysicsBoundaryAgent,{}
edge:0540,decision:C3-ss_cat5-S20260830:2,NEXT_STEP,decision:C3-ss_cat5-S20260830:3,{}
edge:0541,trace:C3-ss_cat5-S20260830,HAS_STEP,decision:C3-ss_cat5-S20260830:4,"{""step"": 4}"
edge:0542,decision:C3-ss_cat5-S20260830:4,EXECUTED_BY,agent:WarningPolicyAgent,{}
edge:0543,decision:C3-ss_cat5-S20260830:3,NEXT_STEP,decision:C3-ss_cat5-S20260830:4,{}
edge:0544,project:C3-43KG,HAS_CASE,case:C3-dorian_2019_landfall-S20260830,{}
edge:0545,authority:I08-GITHUB43,CONTAINS_AUTHORITY_RECORD,authority-record:dorian_2019_landfall,{}
edge:0546,case:C3-dorian_2019_landfall-S20260830,DERIVED_FROM_AUTHORITY,authority-record:dorian_2019_landfall,"{""c3_order"": 19, ""source_case_index"": 20}"
edge:0547,event-library:github43,CONTAINS_EVENT,github-event:dorian_2019_landfall,{}
edge:0548,github-event:dorian_2019_landfall,MAPPED_TO,case:C3-dorian_2019_landfall-S20260830,"{""classification_disposition"": ""UNCHANGED_STATIONARY_ELIGIBLE""}"
edge:0549,case:C3-dorian_2019_landfall-S20260830,EVIDENCED_BY,evidence-bundle:C3-dorian_2019_landfall-S20260830,{}
edge:0550,evidence-bundle:C3-dorian_2019_landfall-S20260830,BINDS_AUTHORITY,authority-record:dorian_2019_landfall,{}
edge:0551,evidence-bundle:C3-dorian_2019_landfall-S20260830,BINDS_MODAL_RUN,run:C3-FT14,{}
edge:0552,case:C3-dorian_2019_landfall-S20260830,IN_GROUP,group:G2_hurricane,{}
edge:0553,case:C3-dorian_2019_landfall-S20260830,TARGETS_MODEL,model:C3,"{""response_state"": ""NOT_MATERIALIZED""}"
edge:0554,case:C3-dorian_2019_landfall-S20260830,HAS_RESPONSE_STATE,response:C3-dorian_2019_landfall-S20260830,{}
edge:0555,case:C3-dorian_2019_landfall-S20260830,HAS_AGENT_TRACE,trace:C3-dorian_2019_landfall-S20260830,{}
edge:0556,legacy-result:dorian_2019_landfall,PART_OF_LEGACY_RESULT_SET,legacy:I08-double-mct,{}
edge:0557,legacy-result:dorian_2019_landfall,PROVENANCE_ONLY,case:C3-dorian_2019_landfall-S20260830,"{""numerical_value_transfer"": false}"
edge:0558,trace:C3-dorian_2019_landfall-S20260830,HAS_STEP,decision:C3-dorian_2019_landfall-S20260830:1,"{""step"": 1}"
edge:0559,decision:C3-dorian_2019_landfall-S20260830:1,EXECUTED_BY,agent:AuthorityAgent,{}
edge:0560,trace:C3-dorian_2019_landfall-S20260830,HAS_STEP,decision:C3-dorian_2019_landfall-S20260830:2,"{""step"": 2}"
edge:0561,decision:C3-dorian_2019_landfall-S20260830:2,EXECUTED_BY,agent:SolverEvidenceAgent,{}
edge:0562,decision:C3-dorian_2019_landfall-S20260830:1,NEXT_STEP,decision:C3-dorian_2019_landfall-S20260830:2,{}
edge:0563,trace:C3-dorian_2019_landfall-S20260830,HAS_STEP,decision:C3-dorian_2019_landfall-S20260830:3,"{""step"": 3}"
edge:0564,decision:C3-dorian_2019_landfall-S20260830:3,EXECUTED_BY,agent:PhysicsBoundaryAgent,{}
edge:0565,decision:C3-dorian_2019_landfall-S20260830:2,NEXT_STEP,decision:C3-dorian_2019_landfall-S20260830:3,{}
edge:0566,trace:C3-dorian_2019_landfall-S20260830,HAS_STEP,decision:C3-dorian_2019_landfall-S20260830:4,"{""step"": 4}"
edge:0567,decision:C3-dorian_2019_landfall-S20260830:4,EXECUTED_BY,agent:WarningPolicyAgent,{}
edge:0568,decision:C3-dorian_2019_landfall-S20260830:3,NEXT_STEP,decision:C3-dorian_2019_landfall-S20260830:4,{}
edge:0569,project:C3-43KG,HAS_CASE,case:C3-patricia_2015_peak-S20260830,{}
edge:0570,authority:I08-GITHUB43,CONTAINS_AUTHORITY_RECORD,authority-record:patricia_2015_peak,{}
edge:0571,case:C3-patricia_2015_peak-S20260830,DERIVED_FROM_AUTHORITY,authority-record:patricia_2015_peak,"{""c3_order"": 20, ""source_case_index"": 19}"
edge:0572,event-library:github43,CONTAINS_EVENT,github-event:patricia_2015_peak,{}
edge:0573,github-event:patricia_2015_peak,MAPPED_TO,case:C3-patricia_2015_peak-S20260830,"{""classification_disposition"": ""UNCHANGED_STATIONARY_ELIGIBLE""}"
edge:0574,case:C3-patricia_2015_peak-S20260830,EVIDENCED_BY,evidence-bundle:C3-patricia_2015_peak-S20260830,{}
edge:0575,evidence-bundle:C3-patricia_2015_peak-S20260830,BINDS_AUTHORITY,authority-record:patricia_2015_peak,{}
edge:0576,evidence-bundle:C3-patricia_2015_peak-S20260830,BINDS_MODAL_RUN,run:C3-FT14,{}
edge:0577,case:C3-patricia_2015_peak-S20260830,IN_GROUP,group:G2_hurricane,{}
edge:0578,case:C3-patricia_2015_peak-S20260830,TARGETS_MODEL,model:C3,"{""response_state"": ""NOT_MATERIALIZED""}"
edge:0579,case:C3-patricia_2015_peak-S20260830,HAS_RESPONSE_STATE,response:C3-patricia_2015_peak-S20260830,{}
edge:0580,case:C3-patricia_2015_peak-S20260830,HAS_AGENT_TRACE,trace:C3-patricia_2015_peak-S20260830,{}
edge:0581,legacy-result:patricia_2015_peak,PART_OF_LEGACY_RESULT_SET,legacy:I08-double-mct,{}
edge:0582,legacy-result:patricia_2015_peak,PROVENANCE_ONLY,case:C3-patricia_2015_peak-S20260830,"{""numerical_value_transfer"": false}"
edge:0583,trace:C3-patricia_2015_peak-S20260830,HAS_STEP,decision:C3-patricia_2015_peak-S20260830:1,"{""step"": 1}"
edge:0584,decision:C3-patricia_2015_peak-S20260830:1,EXECUTED_BY,agent:AuthorityAgent,{}
edge:0585,trace:C3-patricia_2015_peak-S20260830,HAS_STEP,decision:C3-patricia_2015_peak-S20260830:2,"{""step"": 2}"
edge:0586,decision:C3-patricia_2015_peak-S20260830:2,EXECUTED_BY,agent:SolverEvidenceAgent,{}
edge:0587,decision:C3-patricia_2015_peak-S20260830:1,NEXT_STEP,decision:C3-patricia_2015_peak-S20260830:2,{}
edge:0588,trace:C3-patricia_2015_peak-S20260830,HAS_STEP,decision:C3-patricia_2015_peak-S20260830:3,"{""step"": 3}"
edge:0589,decision:C3-patricia_2015_peak-S20260830:3,EXECUTED_BY,agent:PhysicsBoundaryAgent,{}
edge:0590,decision:C3-patricia_2015_peak-S20260830:2,NEXT_STEP,decision:C3-patricia_2015_peak-S20260830:3,{}
edge:0591,trace:C3-patricia_2015_peak-S20260830,HAS_STEP,decision:C3-patricia_2015_peak-S20260830:4,"{""step"": 4}"
edge:0592,decision:C3-patricia_2015_peak-S20260830:4,EXECUTED_BY,agent:WarningPolicyAgent,{}
edge:0593,decision:C3-patricia_2015_peak-S20260830:3,NEXT_STEP,decision:C3-patricia_2015_peak-S20260830:4,{}
edge:0594,project:C3-43KG,HAS_CASE,case:C3-gustav_2008_cuba_gust-S20260830,{}
edge:0595,authority:I08-GITHUB43,CONTAINS_AUTHORITY_RECORD,authority-record:gustav_2008_cuba_gust,{}
edge:0596,case:C3-gustav_2008_cuba_gust-S20260830,DERIVED_FROM_AUTHORITY,authority-record:gustav_2008_cuba_gust,"{""c3_order"": 21, ""source_case_index"": 21}"
edge:0597,event-library:github43,CONTAINS_EVENT,github-event:gustav_2008_cuba_gust,{}
edge:0598,github-event:gustav_2008_cuba_gust,MAPPED_TO,case:C3-gustav_2008_cuba_gust-S20260830,"{""classification_disposition"": ""UNCHANGED_STATIONARY_ELIGIBLE""}"
edge:0599,case:C3-gustav_2008_cuba_gust-S20260830,EVIDENCED_BY,evidence-bundle:C3-gustav_2008_cuba_gust-S20260830,{}
edge:0600,evidence-bundle:C3-gustav_2008_cuba_gust-S20260830,BINDS_AUTHORITY,authority-record:gustav_2008_cuba_gust,{}
edge:0601,evidence-bundle:C3-gustav_2008_cuba_gust-S20260830,BINDS_MODAL_RUN,run:C3-FT14,{}
edge:0602,case:C3-gustav_2008_cuba_gust-S20260830,IN_GROUP,group:G2_hurricane,{}
edge:0603,case:C3-gustav_2008_cuba_gust-S20260830,TARGETS_MODEL,model:C3,"{""response_state"": ""NOT_MATERIALIZED""}"
edge:0604,case:C3-gustav_2008_cuba_gust-S20260830,HAS_RESPONSE_STATE,response:C3-gustav_2008_cuba_gust-S20260830,{}
edge:0605,case:C3-gustav_2008_cuba_gust-S20260830,HAS_AGENT_TRACE,trace:C3-gustav_2008_cuba_gust-S20260830,{}
edge:0606,legacy-result:gustav_2008_cuba_gust,PART_OF_LEGACY_RESULT_SET,legacy:I08-double-mct,{}
edge:0607,legacy-result:gustav_2008_cuba_gust,PROVENANCE_ONLY,case:C3-gustav_2008_cuba_gust-S20260830,"{""numerical_value_transfer"": false}"
edge:0608,trace:C3-gustav_2008_cuba_gust-S20260830,HAS_STEP,decision:C3-gustav_2008_cuba_gust-S20260830:1,"{""step"": 1}"
edge:0609,decision:C3-gustav_2008_cuba_gust-S20260830:1,EXECUTED_BY,agent:AuthorityAgent,{}
edge:0610,trace:C3-gustav_2008_cuba_gust-S20260830,HAS_STEP,decision:C3-gustav_2008_cuba_gust-S20260830:2,"{""step"": 2}"
edge:0611,decision:C3-gustav_2008_cuba_gust-S20260830:2,EXECUTED_BY,agent:SolverEvidenceAgent,{}
edge:0612,decision:C3-gustav_2008_cuba_gust-S20260830:1,NEXT_STEP,decision:C3-gustav_2008_cuba_gust-S20260830:2,{}
edge:0613,trace:C3-gustav_2008_cuba_gust-S20260830,HAS_STEP,decision:C3-gustav_2008_cuba_gust-S20260830:3,"{""step"": 3}"
edge:0614,decision:C3-gustav_2008_cuba_gust-S20260830:3,EXECUTED_BY,agent:PhysicsBoundaryAgent,{}
edge:0615,decision:C3-gustav_2008_cuba_gust-S20260830:2,NEXT_STEP,decision:C3-gustav_2008_cuba_gust-S20260830:3,{}
edge:0616,trace:C3-gustav_2008_cuba_gust-S20260830,HAS_STEP,decision:C3-gustav_2008_cuba_gust-S20260830:4,"{""step"": 4}"
edge:0617,decision:C3-gustav_2008_cuba_gust-S20260830:4,EXECUTED_BY,agent:WarningPolicyAgent,{}
edge:0618,decision:C3-gustav_2008_cuba_gust-S20260830:3,NEXT_STEP,decision:C3-gustav_2008_cuba_gust-S20260830:4,{}
edge:0619,project:C3-43KG,HAS_CASE,case:C3-bhola_1970_peak-S20260830,{}
edge:0620,authority:I08-GITHUB43,CONTAINS_AUTHORITY_RECORD,authority-record:bhola_1970_peak,{}
edge:0621,case:C3-bhola_1970_peak-S20260830,DERIVED_FROM_AUTHORITY,authority-record:bhola_1970_peak,"{""c3_order"": 22, ""source_case_index"": 24}"
edge:0622,event-library:github43,CONTAINS_EVENT,github-event:bhola_1970_peak,{}
edge:0623,github-event:bhola_1970_peak,MAPPED_TO,case:C3-bhola_1970_peak-S20260830,"{""classification_disposition"": ""UNCHANGED_STATIONARY_ELIGIBLE""}"
edge:0624,case:C3-bhola_1970_peak-S20260830,EVIDENCED_BY,evidence-bundle:C3-bhola_1970_peak-S20260830,{}
edge:0625,evidence-bundle:C3-bhola_1970_peak-S20260830,BINDS_AUTHORITY,authority-record:bhola_1970_peak,{}
edge:0626,evidence-bundle:C3-bhola_1970_peak-S20260830,BINDS_MODAL_RUN,run:C3-FT14,{}
edge:0627,case:C3-bhola_1970_peak-S20260830,IN_GROUP,group:G3_bob,{}
edge:0628,case:C3-bhola_1970_peak-S20260830,TARGETS_MODEL,model:C3,"{""response_state"": ""NOT_MATERIALIZED""}"
edge:0629,case:C3-bhola_1970_peak-S20260830,HAS_RESPONSE_STATE,response:C3-bhola_1970_peak-S20260830,{}
edge:0630,case:C3-bhola_1970_peak-S20260830,HAS_AGENT_TRACE,trace:C3-bhola_1970_peak-S20260830,{}
edge:0631,legacy-result:bhola_1970_peak,PART_OF_LEGACY_RESULT_SET,legacy:I08-double-mct,{}
edge:0632,legacy-result:bhola_1970_peak,PROVENANCE_ONLY,case:C3-bhola_1970_peak-S20260830,"{""numerical_value_transfer"": false}"
edge:0633,trace:C3-bhola_1970_peak-S20260830,HAS_STEP,decision:C3-bhola_1970_peak-S20260830:1,"{""step"": 1}"
edge:0634,decision:C3-bhola_1970_peak-S20260830:1,EXECUTED_BY,agent:AuthorityAgent,{}
edge:0635,trace:C3-bhola_1970_peak-S20260830,HAS_STEP,decision:C3-bhola_1970_peak-S20260830:2,"{""step"": 2}"
edge:0636,decision:C3-bhola_1970_peak-S20260830:2,EXECUTED_BY,agent:SolverEvidenceAgent,{}
edge:0637,decision:C3-bhola_1970_peak-S20260830:1,NEXT_STEP,decision:C3-bhola_1970_peak-S20260830:2,{}
edge:0638,trace:C3-bhola_1970_peak-S20260830,HAS_STEP,decision:C3-bhola_1970_peak-S20260830:3,"{""step"": 3}"
edge:0639,decision:C3-bhola_1970_peak-S20260830:3,EXECUTED_BY,agent:PhysicsBoundaryAgent,{}
edge:0640,decision:C3-bhola_1970_peak-S20260830:2,NEXT_STEP,decision:C3-bhola_1970_peak-S20260830:3,{}
edge:0641,trace:C3-bhola_1970_peak-S20260830,HAS_STEP,decision:C3-bhola_1970_peak-S20260830:4,"{""step"": 4}"
edge:0642,decision:C3-bhola_1970_peak-S20260830:4,EXECUTED_BY,agent:WarningPolicyAgent,{}
edge:0643,decision:C3-bhola_1970_peak-S20260830:3,NEXT_STEP,decision:C3-bhola_1970_peak-S20260830:4,{}
edge:0644,project:C3-43KG,HAS_CASE,case:C3-nargis_2008_peak-S20260830,{}
edge:0645,authority:I08-GITHUB43,CONTAINS_AUTHORITY_RECORD,authority-record:nargis_2008_peak,{}
edge:0646,case:C3-nargis_2008_peak-S20260830,DERIVED_FROM_AUTHORITY,authority-record:nargis_2008_peak,"{""c3_order"": 23, ""source_case_index"": 23}"
edge:0647,event-library:github43,CONTAINS_EVENT,github-event:nargis_2008_peak,{}
edge:0648,github-event:nargis_2008_peak,MAPPED_TO,case:C3-nargis_2008_peak-S20260830,"{""classification_disposition"": ""UNCHANGED_STATIONARY_ELIGIBLE""}"
edge:0649,case:C3-nargis_2008_peak-S20260830,EVIDENCED_BY,evidence-bundle:C3-nargis_2008_peak-S20260830,{}
edge:0650,evidence-bundle:C3-nargis_2008_peak-S20260830,BINDS_AUTHORITY,authority-record:nargis_2008_peak,{}
edge:0651,evidence-bundle:C3-nargis_2008_peak-S20260830,BINDS_MODAL_RUN,run:C3-FT14,{}
edge:0652,case:C3-nargis_2008_peak-S20260830,IN_GROUP,group:G3_bob,{}
edge:0653,case:C3-nargis_2008_peak-S20260830,TARGETS_MODEL,model:C3,"{""response_state"": ""NOT_MATERIALIZED""}"
edge:0654,case:C3-nargis_2008_peak-S20260830,HAS_RESPONSE_STATE,response:C3-nargis_2008_peak-S20260830,{}
edge:0655,case:C3-nargis_2008_peak-S20260830,HAS_AGENT_TRACE,trace:C3-nargis_2008_peak-S20260830,{}
edge:0656,legacy-result:nargis_2008_peak,PART_OF_LEGACY_RESULT_SET,legacy:I08-double-mct,{}
edge:0657,legacy-result:nargis_2008_peak,PROVENANCE_ONLY,case:C3-nargis_2008_peak-S20260830,"{""numerical_value_transfer"": false}"
edge:0658,trace:C3-nargis_2008_peak-S20260830,HAS_STEP,decision:C3-nargis_2008_peak-S20260830:1,"{""step"": 1}"
edge:0659,decision:C3-nargis_2008_peak-S20260830:1,EXECUTED_BY,agent:AuthorityAgent,{}
edge:0660,trace:C3-nargis_2008_peak-S20260830,HAS_STEP,decision:C3-nargis_2008_peak-S20260830:2,"{""step"": 2}"
edge:0661,decision:C3-nargis_2008_peak-S20260830:2,EXECUTED_BY,agent:SolverEvidenceAgent,{}
