id,type,properties_json
case:C3-ss_cat5-S20260830,C3WindCase,"{""U10_mps"": 61.4, ""c3_case_id"": ""C3-ss_cat5-S20260830"", ""c3_claim"": ""offsite_envelope"", ""c3_layer"": ""L3"", ""c3_order"": 18, ""c3_response_state"": ""NOT_MATERIALIZED"", ""classification_disposition"": ""UNCHANGED_STATIONARY_ELIGIBLE"", ""grade"": ""B"", ""group"": ""G2_hurricane"", ""gust_mps"": null, ""id"": ""ss_cat5"", ""n"": 18, ""name_cn"": ""萨菲尔-辛普森5级下限"", ""source_case_index"": 10, ""source_i08_case_id"": ""I08-ss_cat5-S20260805"", ""source_name_cn"": ""萨菲尔-辛普森5级下限"", ""source_stationarity"": ""stationary_ok"", ""stationary"": true, ""wind_pressure_index"": 2.491366}"
authority-record:ss_cat5,SourceAuthorityRecord,"{""Davenport_C"": ""8.0"", ""Iu"": ""0.12"", ""Kaimal_Lu_m"": ""120.0"", ""Kaimal_Lw_m"": ""60.0"", ""U10_sustained_ms"": ""61.4"", ""U_deck_ms"": ""74.96234211511405"", ""case_index"": ""10"", ""category"": ""hurricane"", ""coherence_model"": ""Davenport_exp"", ""confidence"": ""B"", ""derived_seed"": ""20260805"", ""derived_u_component_seed"": ""20260816"", ""derived_w_component_seed"": ""20260834"", ""dt_s"": ""0.05"", ""duration_s"": ""600.0"", ""github_scenario_id"": ""ss_cat5"", ""github_seed_status"": ""NOT_PRESENT_IN_GITHUB_SPECTRAL_SWEEP"", ""gust3s_ms"": """", ""gust3s_role"": ""METADATA_ONLY_NOT_CONSUMED_BY_WIND_GENERATION"", ""i08_case_id"": ""I08-ss_cat5-S20260805"", ""materialization_status"": ""NOT_MATERIALIZED_MATRIX_ONLY"", ""maximum_frequency_hz"": ""5.0"", ""minimum_frequency_hz"": ""0.0016666666666666668"", ""minimum_frequency_policy"": ""GitHub_N_GRID_min_5e-4_Hz_raised_to_1_over_600_for_periodic_600s_record"", ""name_cn"": ""萨菲尔-辛普森5级下限"", ""note_cn"": ""70/1.14"", ""region"": ""大西洋/东太平洋"", ""representative_event"": ""SS Cat 5 (70 m/s 1-min)"", ""sample_count"": ""12000"", ""sigma_u_definition"": ""sigma_u=Iu*U10_not_Iu*U_deck"", ""sigma_w_over_sigma_u"": ""0.5"", ""solver_execution_status"": ""NOT_EXECUTED"", ""source"": ""NOAA NHC"", ""stationarity"": ""stationary_ok"", ""structural_damping_ratio"": ""0.005"", ""wind_profile"": ""U_deck=U10*ln(60/0.003)/ln(10/0.003)"", ""wind_spectrum"": ""Kaimal""}"
github-event:ss_cat5,GitHubEvent,"{""scenario_id"": ""ss_cat5"", ""source_case_index"": 10, ""source_stationarity"": ""stationary_ok""}"
evidence-bundle:C3-ss_cat5-S20260830,ResultEvidenceBundle,"{""authority_bound"": true, ""c3_response_state"": ""NOT_MATERIALIZED"", ""modal_receipt_bound"": true, ""numerical_response_metrics"": false, ""scope"": ""C3_MODEL_MIGRATION""}"
response:C3-ss_cat5-S20260830,C3CaseResponse,"{""state"": ""NOT_MATERIALIZED"", ""transferred_numeric_values"": false}"
trace:C3-ss_cat5-S20260830,AgentTrace,"{""dispatch"": false, ""final_status"": ""NOT_ARMED""}"
legacy-result:ss_cat5,LegacyResultPointer,"{""case_id"": ""ss_cat5"", ""source_commit"": ""3b135b2c1a1b5c961ce68a101a0414fa0b525d85"", ""source_file_sha256"": ""e5bb379a64a091e8fdb561c7c4689af345d397677aefdd18322bc54db41d1a49"", ""source_i08_case_id"": ""I08-ss_cat5-S20260805"", ""source_model"": ""Double-MCT"", ""source_path"": ""catwalk-fem/ccx-results/CW-CCX-GH43-BUF-20260830-I08-double-mct-rom/results/I08_43CASE_MASTER.csv"", ""source_row_key"": ""I08-ss_cat5-S20260805"", ""use_as_c3_truth"": false}"
decision:C3-ss_cat5-S20260830:1,AgentDecision,"{""agent"": ""AuthorityAgent"", ""decision"": ""C3_CASE_AUTHORITY_CONFIRMED"", ""facts"": {""c3_order"": 18, ""case_id"": ""ss_cat5"", ""grade"": ""B"", ""source_case_index"": 10, ""source_i08_case_id"": ""I08-ss_cat5-S20260805""}, ""status"": ""PASS"", ""step"": 1}"
decision:C3-ss_cat5-S20260830:2,AgentDecision,"{""agent"": ""SolverEvidenceAgent"", ""decision"": ""C3_MODAL_EVIDENCE_BOUND_CASE_RESPONSE_NOT_MATERIALIZED"", ""facts"": {""case_response"": ""NOT_MATERIALIZED"", ""deck_sha256"": ""667c504770b99d4a3c484a114e16bb7c048c883d3a004f3e10dd71536f33dc86"", ""modal_modes"": 14}, ""status"": ""MODAL_EVIDENCE_ONLY"", ""step"": 2}"
decision:C3-ss_cat5-S20260830:3,AgentDecision,"{""agent"": ""PhysicsBoundaryAgent"", ""decision"": ""AWAITING_C3_CASE_RESPONSE"", ""facts"": {""c3_layer"": ""L3"", ""c3_stationary_eligible"": true, ""claim"": ""offsite_envelope"", ""classification_disposition"": ""UNCHANGED_STATIONARY_ELIGIBLE"", ""legacy_value_transfer"": false, ""source_stationarity"": ""stationary_ok""}, ""status"": ""AWAITING_C3_CASE_RESPONSE"", ""step"": 3}"
decision:C3-ss_cat5-S20260830:4,AgentDecision,"{""agent"": ""WarningPolicyAgent"", ""decision"": ""NOT_ARMED"", ""facts"": {""c3_response"": ""NOT_MATERIALIZED"", ""dispatch"": false, ""physics_decision"": ""AWAITING_C3_CASE_RESPONSE""}, ""status"": ""NOT_ARMED"", ""step"": 4}"
case:C3-dorian_2019_landfall-S20260830,C3WindCase,"{""U10_mps"": 71.9, ""c3_case_id"": ""C3-dorian_2019_landfall-S20260830"", ""c3_claim"": ""needs_recheck"", ""c3_layer"": ""L3"", ""c3_order"": 19, ""c3_response_state"": ""NOT_MATERIALIZED"", ""classification_disposition"": ""UNCHANGED_STATIONARY_ELIGIBLE"", ""grade"": ""C"", ""group"": ""G2_hurricane"", ""gust_mps"": null, ""id"": ""dorian_2019_landfall"", ""n"": 19, ""name_cn"": ""2019多利安登陆"", ""source_case_index"": 20, ""source_i08_case_id"": ""I08-dorian_2019_landfall-S20260805"", ""source_name_cn"": ""飓风多里安登陆巴哈马"", ""source_stationarity"": ""stationary_ok"", ""stationary"": true, ""wind_pressure_index"": 3.41632}"
authority-record:dorian_2019_landfall,SourceAuthorityRecord,"{""Davenport_C"": ""8.0"", ""Iu"": ""0.12"", ""Kaimal_Lu_m"": ""120.0"", ""Kaimal_Lw_m"": ""60.0"", ""U10_sustained_ms"": ""71.9"", ""U_deck_ms"": ""87.78163514782901"", ""case_index"": ""20"", ""category"": ""hurricane"", ""coherence_model"": ""Davenport_exp"", ""confidence"": ""C"", ""derived_seed"": ""20260805"", ""derived_u_component_seed"": ""20260816"", ""derived_w_component_seed"": ""20260834"", ""dt_s"": ""0.05"", ""duration_s"": ""600.0"", ""github_scenario_id"": ""dorian_2019_landfall"", ""github_seed_status"": ""NOT_PRESENT_IN_GITHUB_SPECTRAL_SWEEP"", ""gust3s_ms"": """", ""gust3s_role"": ""METADATA_ONLY_NOT_CONSUMED_BY_WIND_GENERATION"", ""i08_case_id"": ""I08-dorian_2019_landfall-S20260805"", ""materialization_status"": ""NOT_MATERIALIZED_MATRIX_ONLY"", ""maximum_frequency_hz"": ""5.0"", ""minimum_frequency_hz"": ""0.0016666666666666668"", ""minimum_frequency_policy"": ""GitHub_N_GRID_min_5e-4_Hz_raised_to_1_over_600_for_periodic_600s_record"", ""name_cn"": ""飓风多里安登陆巴哈马"", ""note_cn"": ""82/1.14; 大西洋最强登陆之一"", ""region"": ""巴哈马"", ""representative_event"": ""Dorian 2019-09-01 Abaco 登陆 295 km/h(1-min)"", ""sample_count"": ""12000"", ""sigma_u_definition"": ""sigma_u=Iu*U10_not_Iu*U_deck"", ""sigma_w_over_sigma_u"": ""0.5"", ""solver_execution_status"": ""NOT_EXECUTED"", ""source"": ""NOAA NHC 报告 (文献常识级)"", ""stationarity"": ""stationary_ok"", ""structural_damping_ratio"": ""0.005"", ""wind_profile"": ""U_deck=U10*ln(60/0.003)/ln(10/0.003)"", ""wind_spectrum"": ""Kaimal""}"
github-event:dorian_2019_landfall,GitHubEvent,"{""scenario_id"": ""dorian_2019_landfall"", ""source_case_index"": 20, ""source_stationarity"": ""stationary_ok""}"
evidence-bundle:C3-dorian_2019_landfall-S20260830,ResultEvidenceBundle,"{""authority_bound"": true, ""c3_response_state"": ""NOT_MATERIALIZED"", ""modal_receipt_bound"": true, ""numerical_response_metrics"": false, ""scope"": ""C3_MODEL_MIGRATION""}"
response:C3-dorian_2019_landfall-S20260830,C3CaseResponse,"{""state"": ""NOT_MATERIALIZED"", ""transferred_numeric_values"": false}"
trace:C3-dorian_2019_landfall-S20260830,AgentTrace,"{""dispatch"": false, ""final_status"": ""NOT_ARMED""}"
legacy-result:dorian_2019_landfall,LegacyResultPointer,"{""case_id"": ""dorian_2019_landfall"", ""source_commit"": ""3b135b2c1a1b5c961ce68a101a0414fa0b525d85"", ""source_file_sha256"": ""e5bb379a64a091e8fdb561c7c4689af345d397677aefdd18322bc54db41d1a49"", ""source_i08_case_id"": ""I08-dorian_2019_landfall-S20260805"", ""source_model"": ""Double-MCT"", ""source_path"": ""catwalk-fem/ccx-results/CW-CCX-GH43-BUF-20260830-I08-double-mct-rom/results/I08_43CASE_MASTER.csv"", ""source_row_key"": ""I08-dorian_2019_landfall-S20260805"", ""use_as_c3_truth"": false}"
decision:C3-dorian_2019_landfall-S20260830:1,AgentDecision,"{""agent"": ""AuthorityAgent"", ""decision"": ""C3_CASE_AUTHORITY_CONFIRMED"", ""facts"": {""c3_order"": 19, ""case_id"": ""dorian_2019_landfall"", ""grade"": ""C"", ""source_case_index"": 20, ""source_i08_case_id"": ""I08-dorian_2019_landfall-S20260805""}, ""status"": ""PASS"", ""step"": 1}"
decision:C3-dorian_2019_landfall-S20260830:2,AgentDecision,"{""agent"": ""SolverEvidenceAgent"", ""decision"": ""C3_MODAL_EVIDENCE_BOUND_CASE_RESPONSE_NOT_MATERIALIZED"", ""facts"": {""case_response"": ""NOT_MATERIALIZED"", ""deck_sha256"": ""667c504770b99d4a3c484a114e16bb7c048c883d3a004f3e10dd71536f33dc86"", ""modal_modes"": 14}, ""status"": ""MODAL_EVIDENCE_ONLY"", ""step"": 2}"
decision:C3-dorian_2019_landfall-S20260830:3,AgentDecision,"{""agent"": ""PhysicsBoundaryAgent"", ""decision"": ""AWAITING_C3_CASE_RESPONSE"", ""facts"": {""c3_layer"": ""L3"", ""c3_stationary_eligible"": true, ""claim"": ""needs_recheck"", ""classification_disposition"": ""UNCHANGED_STATIONARY_ELIGIBLE"", ""legacy_value_transfer"": false, ""source_stationarity"": ""stationary_ok""}, ""status"": ""AWAITING_C3_CASE_RESPONSE"", ""step"": 3}"
decision:C3-dorian_2019_landfall-S20260830:4,AgentDecision,"{""agent"": ""WarningPolicyAgent"", ""decision"": ""NOT_ARMED"", ""facts"": {""c3_response"": ""NOT_MATERIALIZED"", ""dispatch"": false, ""physics_decision"": ""AWAITING_C3_CASE_RESPONSE""}, ""status"": ""NOT_ARMED"", ""step"": 4}"
case:C3-patricia_2015_peak-S20260830,C3WindCase,"{""U10_mps"": 84.1, ""c3_case_id"": ""C3-patricia_2015_peak-S20260830"", ""c3_claim"": ""offsite_envelope"", ""c3_layer"": ""L3"", ""c3_order"": 20, ""c3_response_state"": ""NOT_MATERIALIZED"", ""classification_disposition"": ""UNCHANGED_STATIONARY_ELIGIBLE"", ""grade"": ""A"", ""group"": ""G2_hurricane"", ""gust_mps"": null, ""id"": ""patricia_2015_peak"", ""n"": 20, ""name_cn"": ""2015帕特里夏峰值"", ""source_case_index"": 19, ""source_i08_case_id"": ""I08-patricia_2015_peak-S20260805"", ""source_name_cn"": ""飓风帕特里夏巅峰(风速纪录)"", ""source_stationarity"": ""stationary_ok"", ""stationary"": true, ""wind_pressure_index"": 4.674044}"
authority-record:patricia_2015_peak,SourceAuthorityRecord,"{""Davenport_C"": ""8.0"", ""Iu"": ""0.12"", ""Kaimal_Lu_m"": ""120.0"", ""Kaimal_Lw_m"": ""60.0"", ""U10_sustained_ms"": ""84.1"", ""U_deck_ms"": ""102.67643276679303"", ""case_index"": ""19"", ""category"": ""hurricane"", ""coherence_model"": ""Davenport_exp"", ""confidence"": ""A"", ""derived_seed"": ""20260805"", ""derived_u_component_seed"": ""20260816"", ""derived_w_component_seed"": ""20260834"", ""dt_s"": ""0.05"", ""duration_s"": ""600.0"", ""github_scenario_id"": ""patricia_2015_peak"", ""github_seed_status"": ""NOT_PRESENT_IN_GITHUB_SPECTRAL_SWEEP"", ""gust3s_ms"": """", ""gust3s_role"": ""METADATA_ONLY_NOT_CONSUMED_BY_WIND_GENERATION"", ""i08_case_id"": ""I08-patricia_2015_peak-S20260805"", ""materialization_status"": ""NOT_MATERIALIZED_MATRIX_ONLY"", ""maximum_frequency_hz"": ""5.0"", ""minimum_frequency_hz"": ""0.0016666666666666668"", ""minimum_frequency_policy"": ""GitHub_N_GRID_min_5e-4_Hz_raised_to_1_over_600_for_periodic_600s_record"", ""name_cn"": ""飓风帕特里夏巅峰(风速纪录)"", ""note_cn"": ""95.8/1.14; 1分钟口径全球热带气旋风速纪录"", ""region"": ""东太平洋"", ""representative_event"": ""Patricia 2015-10-23, 345 km/h(1-min), 872 hPa"", ""sample_count"": ""12000"", ""sigma_u_definition"": ""sigma_u=Iu*U10_not_Iu*U_deck"", ""sigma_w_over_sigma_u"": ""0.5"", ""solver_execution_status"": ""NOT_EXECUTED"", ""source"": ""NHC via Wikipedia (Haiyan 条目交叉引用)"", ""stationarity"": ""stationary_ok"", ""structural_damping_ratio"": ""0.005"", ""wind_profile"": ""U_deck=U10*ln(60/0.003)/ln(10/0.003)"", ""wind_spectrum"": ""Kaimal""}"
github-event:patricia_2015_peak,GitHubEvent,"{""scenario_id"": ""patricia_2015_peak"", ""source_case_index"": 19, ""source_stationarity"": ""stationary_ok""}"
evidence-bundle:C3-patricia_2015_peak-S20260830,ResultEvidenceBundle,"{""authority_bound"": true, ""c3_response_state"": ""NOT_MATERIALIZED"", ""modal_receipt_bound"": true, ""numerical_response_metrics"": false, ""scope"": ""C3_MODEL_MIGRATION""}"
response:C3-patricia_2015_peak-S20260830,C3CaseResponse,"{""state"": ""NOT_MATERIALIZED"", ""transferred_numeric_values"": false}"
trace:C3-patricia_2015_peak-S20260830,AgentTrace,"{""dispatch"": false, ""final_status"": ""NOT_ARMED""}"
legacy-result:patricia_2015_peak,LegacyResultPointer,"{""case_id"": ""patricia_2015_peak"", ""source_commit"": ""3b135b2c1a1b5c961ce68a101a0414fa0b525d85"", ""source_file_sha256"": ""e5bb379a64a091e8fdb561c7c4689af345d397677aefdd18322bc54db41d1a49"", ""source_i08_case_id"": ""I08-patricia_2015_peak-S20260805"", ""source_model"": ""Double-MCT"", ""source_path"": ""catwalk-fem/ccx-results/CW-CCX-GH43-BUF-20260830-I08-double-mct-rom/results/I08_43CASE_MASTER.csv"", ""source_row_key"": ""I08-patricia_2015_peak-S20260805"", ""use_as_c3_truth"": false}"
decision:C3-patricia_2015_peak-S20260830:1,AgentDecision,"{""agent"": ""AuthorityAgent"", ""decision"": ""C3_CASE_AUTHORITY_CONFIRMED"", ""facts"": {""c3_order"": 20, ""case_id"": ""patricia_2015_peak"", ""grade"": ""A"", ""source_case_index"": 19, ""source_i08_case_id"": ""I08-patricia_2015_peak-S20260805""}, ""status"": ""PASS"", ""step"": 1}"
decision:C3-patricia_2015_peak-S20260830:2,AgentDecision,"{""agent"": ""SolverEvidenceAgent"", ""decision"": ""C3_MODAL_EVIDENCE_BOUND_CASE_RESPONSE_NOT_MATERIALIZED"", ""facts"": {""case_response"": ""NOT_MATERIALIZED"", ""deck_sha256"": ""667c504770b99d4a3c484a114e16bb7c048c883d3a004f3e10dd71536f33dc86"", ""modal_modes"": 14}, ""status"": ""MODAL_EVIDENCE_ONLY"", ""step"": 2}"
decision:C3-patricia_2015_peak-S20260830:3,AgentDecision,"{""agent"": ""PhysicsBoundaryAgent"", ""decision"": ""AWAITING_C3_CASE_RESPONSE"", ""facts"": {""c3_layer"": ""L3"", ""c3_stationary_eligible"": true, ""claim"": ""offsite_envelope"", ""classification_disposition"": ""UNCHANGED_STATIONARY_ELIGIBLE"", ""legacy_value_transfer"": false, ""source_stationarity"": ""stationary_ok""}, ""status"": ""AWAITING_C3_CASE_RESPONSE"", ""step"": 3}"
decision:C3-patricia_2015_peak-S20260830:4,AgentDecision,"{""agent"": ""WarningPolicyAgent"", ""decision"": ""NOT_ARMED"", ""facts"": {""c3_response"": ""NOT_MATERIALIZED"", ""dispatch"": false, ""physics_decision"": ""AWAITING_C3_CASE_RESPONSE""}, ""status"": ""NOT_ARMED"", ""step"": 4}"
case:C3-gustav_2008_cuba_gust-S20260830,C3WindCase,"{""U10_mps"": 66.5, ""c3_case_id"": ""C3-gustav_2008_cuba_gust-S20260830"", ""c3_claim"": ""needs_recheck"", ""c3_layer"": ""L3"", ""c3_order"": 21, ""c3_response_state"": ""NOT_MATERIALIZED"", ""classification_disposition"": ""UNCHANGED_STATIONARY_ELIGIBLE"", ""grade"": ""C"", ""group"": ""G2_hurricane"", ""gust_mps"": 94.4, ""id"": ""gustav_2008_cuba_gust"", ""n"": 21, ""name_cn"": ""2008古斯塔夫古巴阵风"", ""source_case_index"": 21, ""source_i08_case_id"": ""I08-gustav_2008_cuba_gust-S20260805"", ""source_name_cn"": ""飓风古斯塔夫古巴地面阵风"", ""source_stationarity"": ""stationary_ok"", ""stationary"": true, ""wind_pressure_index"": 2.92243}"
authority-record:gustav_2008_cuba_gust,SourceAuthorityRecord,"{""Davenport_C"": ""8.0"", ""Iu"": ""0.13"", ""Kaimal_Lu_m"": ""120.0"", ""Kaimal_Lw_m"": ""60.0"", ""U10_sustained_ms"": ""66.5"", ""U_deck_ms"": ""81.18885587386131"", ""case_index"": ""21"", ""category"": ""hurricane"", ""coherence_model"": ""Davenport_exp"", ""confidence"": ""C"", ""derived_seed"": ""20260805"", ""derived_u_component_seed"": ""20260816"", ""derived_w_component_seed"": ""20260834"", ""dt_s"": ""0.05"", ""duration_s"": ""600.0"", ""github_scenario_id"": ""gustav_2008_cuba_gust"", ""github_seed_status"": ""NOT_PRESENT_IN_GITHUB_SPECTRAL_SWEEP"", ""gust3s_ms"": ""94.4"", ""gust3s_role"": ""METADATA_ONLY_NOT_CONSUMED_BY_WIND_GENERATION"", ""i08_case_id"": ""I08-gustav_2008_cuba_gust-S20260805"", ""materialization_status"": ""NOT_MATERIALIZED_MATRIX_ONLY"", ""maximum_frequency_hz"": ""5.0"", ""minimum_frequency_hz"": ""0.0016666666666666668"", ""minimum_frequency_policy"": ""GitHub_N_GRID_min_5e-4_Hz_raised_to_1_over_600_for_periodic_600s_record"", ""name_cn"": ""飓风古斯塔夫古巴地面阵风"", ""note_cn"": ""大西洋飓风地面站最大阵风; U10=94.4/1.42"", ""region"": ""古巴"", ""representative_event"": ""Gustav 2008-08-30 Paso Real de San Diego 站 211 mph 阵风"", ""sample_count"": ""12000"", ""sigma_u_definition"": ""sigma_u=Iu*U10_not_Iu*U_deck"", ""sigma_w_over_sigma_u"": ""0.5"", ""solver_execution_status"": ""NOT_EXECUTED"", ""source"": ""古巴气象所纪录 (wunderground Category 6 对照表)"", ""stationarity"": ""stationary_ok"", ""structural_damping_ratio"": ""0.005"", ""wind_profile"": ""U_deck=U10*ln(60/0.003)/ln(10/0.003)"", ""wind_spectrum"": ""Kaimal""}"
github-event:gustav_2008_cuba_gust,GitHubEvent,"{""scenario_id"": ""gustav_2008_cuba_gust"", ""source_case_index"": 21, ""source_stationarity"": ""stationary_ok""}"
evidence-bundle:C3-gustav_2008_cuba_gust-S20260830,ResultEvidenceBundle,"{""authority_bound"": true, ""c3_response_state"": ""NOT_MATERIALIZED"", ""modal_receipt_bound"": true, ""numerical_response_metrics"": false, ""scope"": ""C3_MODEL_MIGRATION""}"
response:C3-gustav_2008_cuba_gust-S20260830,C3CaseResponse,"{""state"": ""NOT_MATERIALIZED"", ""transferred_numeric_values"": false}"
trace:C3-gustav_2008_cuba_gust-S20260830,AgentTrace,"{""dispatch"": false, ""final_status"": ""NOT_ARMED""}"
legacy-result:gustav_2008_cuba_gust,LegacyResultPointer,"{""case_id"": ""gustav_2008_cuba_gust"", ""source_commit"": ""3b135b2c1a1b5c961ce68a101a0414fa0b525d85"", ""source_file_sha256"": ""e5bb379a64a091e8fdb561c7c4689af345d397677aefdd18322bc54db41d1a49"", ""source_i08_case_id"": ""I08-gustav_2008_cuba_gust-S20260805"", ""source_model"": ""Double-MCT"", ""source_path"": ""catwalk-fem/ccx-results/CW-CCX-GH43-BUF-20260830-I08-double-mct-rom/results/I08_43CASE_MASTER.csv"", ""source_row_key"": ""I08-gustav_2008_cuba_gust-S20260805"", ""use_as_c3_truth"": false}"
decision:C3-gustav_2008_cuba_gust-S20260830:1,AgentDecision,"{""agent"": ""AuthorityAgent"", ""decision"": ""C3_CASE_AUTHORITY_CONFIRMED"", ""facts"": {""c3_order"": 21, ""case_id"": ""gustav_2008_cuba_gust"", ""grade"": ""C"", ""source_case_index"": 21, ""source_i08_case_id"": ""I08-gustav_2008_cuba_gust-S20260805""}, ""status"": ""PASS"", ""step"": 1}"
decision:C3-gustav_2008_cuba_gust-S20260830:2,AgentDecision,"{""agent"": ""SolverEvidenceAgent"", ""decision"": ""C3_MODAL_EVIDENCE_BOUND_CASE_RESPONSE_NOT_MATERIALIZED"", ""facts"": {""case_response"": ""NOT_MATERIALIZED"", ""deck_sha256"": ""667c504770b99d4a3c484a114e16bb7c048c883d3a004f3e10dd71536f33dc86"", ""modal_modes"": 14}, ""status"": ""MODAL_EVIDENCE_ONLY"", ""step"": 2}"
decision:C3-gustav_2008_cuba_gust-S20260830:3,AgentDecision,"{""agent"": ""PhysicsBoundaryAgent"", ""decision"": ""AWAITING_C3_CASE_RESPONSE"", ""facts"": {""c3_layer"": ""L3"", ""c3_stationary_eligible"": true, ""claim"": ""needs_recheck"", ""classification_disposition"": ""UNCHANGED_STATIONARY_ELIGIBLE"", ""legacy_value_transfer"": false, ""source_stationarity"": ""stationary_ok""}, ""status"": ""AWAITING_C3_CASE_RESPONSE"", ""step"": 3}"
decision:C3-gustav_2008_cuba_gust-S20260830:4,AgentDecision,"{""agent"": ""WarningPolicyAgent"", ""decision"": ""NOT_ARMED"", ""facts"": {""c3_response"": ""NOT_MATERIALIZED"", ""dispatch"": false, ""physics_decision"": ""AWAITING_C3_CASE_RESPONSE""}, ""status"": ""NOT_ARMED"", ""step"": 4}"
case:C3-bhola_1970_peak-S20260830,C3WindCase,"{""U10_mps"": 49.0, ""c3_case_id"": ""C3-bhola_1970_peak-S20260830"", ""c3_claim"": ""offsite_envelope"", ""c3_layer"": ""L3"", ""c3_order"": 22, ""c3_response_state"": ""NOT_MATERIALIZED"", ""classification_disposition"": ""UNCHANGED_STATIONARY_ELIGIBLE"", ""grade"": ""A"", ""group"": ""G3_bob"", ""gust_mps"": null, ""id"": ""bhola_1970_peak"", ""n"": 22, ""name_cn"": ""1970博拉气旋峰值"", ""source_case_index"": 24, ""source_i08_case_id"": ""I08-bhola_1970_peak-S20260805"", ""source_name_cn"": ""1970博拉气旋"", ""source_stationarity"": ""stationary_ok"", ""stationary"": true, ""wind_pressure_index"": 1.586693}"
authority-record:bhola_1970_peak,SourceAuthorityRecord,"{""Davenport_C"": ""8.0"", ""Iu"": ""0.12"", ""Kaimal_Lu_m"": ""120.0"", ""Kaimal_Lw_m"": ""60.0"", ""U10_sustained_ms"": ""49.0"", ""U_deck_ms"": ""59.82336748600307"", ""case_index"": ""24"", ""category"": ""monsoon"", ""coherence_model"": ""Davenport_exp"", ""confidence"": ""A"", ""derived_seed"": ""20260805"", ""derived_u_component_seed"": ""20260816"", ""derived_w_component_seed"": ""20260834"", ""dt_s"": ""0.05"", ""duration_s"": ""600.0"", ""github_scenario_id"": ""bhola_1970_peak"", ""github_seed_status"": ""NOT_PRESENT_IN_GITHUB_SPECTRAL_SWEEP"", ""gust3s_ms"": """", ""gust3s_role"": ""METADATA_ONLY_NOT_CONSUMED_BY_WIND_GENERATION"", ""i08_case_id"": ""I08-bhola_1970_peak-S20260805"", ""materialization_status"": ""NOT_MATERIALIZED_MATRIX_ONLY"", ""maximum_frequency_hz"": ""5.0"", ""minimum_frequency_hz"": ""0.0016666666666666668"", ""minimum_frequency_policy"": ""GitHub_N_GRID_min_5e-4_Hz_raised_to_1_over_600_for_periodic_600s_record"", ""name_cn"": ""1970博拉气旋"", ""note_cn"": ""51.4/1.05; 早期估计不确定度大"", ""region"": ""孟加拉湾/孟加拉"", ""representative_event"": ""Bhola 1970-11-12, 3-min 185 km/h, 史上最致命热带气旋(>=30万人)"", ""sample_count"": ""12000"", ""sigma_u_definition"": ""sigma_u=Iu*U10_not_Iu*U_deck"", ""sigma_w_over_sigma_u"": ""0.5"", ""solver_execution_status"": ""NOT_EXECUTED"", ""source"": ""IMD 历史资料 via Wikipedia"", ""stationarity"": ""stationary_ok"", ""structural_damping_ratio"": ""0.005"", ""wind_profile"": ""U_deck=U10*ln(60/0.003)/ln(10/0.003)"", ""wind_spectrum"": ""Kaimal""}"
github-event:bhola_1970_peak,GitHubEvent,"{""scenario_id"": ""bhola_1970_peak"", ""source_case_index"": 24, ""source_stationarity"": ""stationary_ok""}"
evidence-bundle:C3-bhola_1970_peak-S20260830,ResultEvidenceBundle,"{""authority_bound"": true, ""c3_response_state"": ""NOT_MATERIALIZED"", ""modal_receipt_bound"": true, ""numerical_response_metrics"": false, ""scope"": ""C3_MODEL_MIGRATION""}"
response:C3-bhola_1970_peak-S20260830,C3CaseResponse,"{""state"": ""NOT_MATERIALIZED"", ""transferred_numeric_values"": false}"
trace:C3-bhola_1970_peak-S20260830,AgentTrace,"{""dispatch"": false, ""final_status"": ""NOT_ARMED""}"
legacy-result:bhola_1970_peak,LegacyResultPointer,"{""case_id"": ""bhola_1970_peak"", ""source_commit"": ""3b135b2c1a1b5c961ce68a101a0414fa0b525d85"", ""source_file_sha256"": ""e5bb379a64a091e8fdb561c7c4689af345d397677aefdd18322bc54db41d1a49"", ""source_i08_case_id"": ""I08-bhola_1970_peak-S20260805"", ""source_model"": ""Double-MCT"", ""source_path"": ""catwalk-fem/ccx-results/CW-CCX-GH43-BUF-20260830-I08-double-mct-rom/results/I08_43CASE_MASTER.csv"", ""source_row_key"": ""I08-bhola_1970_peak-S20260805"", ""use_as_c3_truth"": false}"
decision:C3-bhola_1970_peak-S20260830:1,AgentDecision,"{""agent"": ""AuthorityAgent"", ""decision"": ""C3_CASE_AUTHORITY_CONFIRMED"", ""facts"": {""c3_order"": 22, ""case_id"": ""bhola_1970_peak"", ""grade"": ""A"", ""source_case_index"": 24, ""source_i08_case_id"": ""I08-bhola_1970_peak-S20260805""}, ""status"": ""PASS"", ""step"": 1}"
decision:C3-bhola_1970_peak-S20260830:2,AgentDecision,"{""agent"": ""SolverEvidenceAgent"", ""decision"": ""C3_MODAL_EVIDENCE_BOUND_CASE_RESPONSE_NOT_MATERIALIZED"", ""facts"": {""case_response"": ""NOT_MATERIALIZED"", ""deck_sha256"": ""667c504770b99d4a3c484a114e16bb7c048c883d3a004f3e10dd71536f33dc86"", ""modal_modes"": 14}, ""status"": ""MODAL_EVIDENCE_ONLY"", ""step"": 2}"
